Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,April Employment,May Employment,June Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2023,2,County,Illinois,"Montgomery County, Illinois",Private,102 Service-providing,,507,"5,473","5,499","5,642","54,345,326",755,0.89,0.80
2023,2,County,Illinois,"Montgomery County, Illinois",Private,"1021 Trade, transportation, and utilities",,176,"2,108","2,114","2,172","21,159,542",764,1.32,1.38
2023,2,County,Illinois,"Montgomery County, Illinois",Private,1022 Information,,16,101,110,111,"593,370",425,0.65,0.15
2023,2,County,Illinois,"Montgomery County, Illinois",Private,1023 Financial activities,,58,474,478,479,"5,960,844",961,0.95,0.72
2023,2,County,Illinois,"Montgomery County, Illinois",Private,1024 Professional and business services,,53,326,300,317,"4,624,781","1,132",0.24,0.24
2023,2,County,Illinois,"Montgomery County, Illinois",Private,1025 Education and health services,,64,"1,424","1,429","1,472","16,043,962",856,1.05,1.17
2023,2,County,Illinois,"Montgomery County, Illinois",Private,1026 Leisure and hospitality,,82,846,875,896,"4,242,460",374,0.91,0.89
2023,2,County,Illinois,"Montgomery County, Illinois",Private,1027 Other services,,56,193,192,193,"1,718,327",686,0.72,0.82
2023,2,County,Illinois,"Montgomery County, Illinois",Private,1029 Unclassified,,2,1,1,2,"2,040",118,0.08,0.01
2023,2,County,Illinois,"Morgan County, Illinois",Total Covered,"10 Total, all industries",,717,"13,773","13,848","13,731","167,695,324",936,1.00,1.00
2023,2,County,Illinois,"Morgan County, Illinois",Federal Government,"10 Total, all industries",,12,67,71,69,"1,044,277","1,164",0.26,0.24
2023,2,County,Illinois,"Morgan County, Illinois",State Government,"10 Total, all industries",,3,686,681,657,"13,996,094","1,596",1.60,2.56
2023,2,County,Illinois,"Morgan County, Illinois",Local Government,"10 Total, all industries",,37,"1,581","1,630","1,581","17,182,611",827,1.24,1.17
2023,2,County,Illinois,"Morgan County, Illinois",Private,"10 Total, all industries",,665,"11,439","11,466","11,424","135,472,342",911,0.97,0.95
2023,2,County,Illinois,"Morgan County, Illinois",Private,101 Goods-producing,,127,"2,790","2,848","2,874","48,297,796","1,309",1.40,1.77
2023,2,County,Illinois,"Morgan County, Illinois",Private,1011 Natural resources and mining,,18,55,46,48,"639,297",990,0.28,0.33
2023,2,County,Illinois,"Morgan County, Illinois",Private,1012 Construction,,70,326,380,399,"5,300,342","1,107",0.55,0.57
2023,2,County,Illinois,"Morgan County, Illinois",Private,1013 Manufacturing,,39,"2,409","2,422","2,427","42,358,157","1,347",2.10,2.63
2023,2,County,Illinois,"Morgan County, Illinois",Private,102 Service-providing,,538,"8,649","8,618","8,550","87,174,546",779,0.88,0.75
2023,2,County,Illinois,"Morgan County, Illinois",Private,"1021 Trade, transportation, and utilities",,197,"2,832","2,828","2,839","29,265,820",795,1.12,1.12
2023,2,County,Illinois,"Morgan County, Illinois",Private,1022 Information,,9,57,57,57,"609,663",823,0.22,0.09
2023,2,County,Illinois,"Morgan County, Illinois",Private,1023 Financial activities,,54,585,588,594,"8,426,636","1,101",0.76,0.60
2023,2,County,Illinois,"Morgan County, Illinois",Private,1024 Professional and business services,,65,651,651,659,"9,921,836","1,168",0.33,0.30
2023,2,County,Illinois,"Morgan County, Illinois",Private,1025 Education and health services,,71,"2,756","2,654","2,564","29,775,401",862,1.19,1.27
2023,2,County,Illinois,"Morgan County, Illinois",Private,1026 Leisure and hospitality,,87,"1,459","1,526","1,507","6,788,467",349,0.99,0.83
2023,2,County,Illinois,"Morgan County, Illinois",Private,1027 Other services,,54,307,314,330,"2,385,678",579,0.80,0.66
2023,2,County,Illinois,"Morgan County, Illinois",Private,1029 Unclassified,,1,2,0,0,"1,045",121,0.00,0.00
2023,2,County,Illinois,"Moultrie County, Illinois",Total Covered,"10 Total, all industries",,337,"5,041","5,091","5,174","59,712,848",900,1.00,1.00
2023,2,County,Illinois,"Moultrie County, Illinois",Federal Government,"10 Total, all industries",,6,27,30,27,"389,428","1,070",0.27,0.25
2023,2,County,Illinois,"Moultrie County, Illinois",Local Government,"10 Total, all industries",,20,465,465,458,"4,557,199",758,0.95,0.87
2023,2,County,Illinois,"Moultrie County, Illinois",Private,"10 Total, all industries",,311,"4,549","4,596","4,689","54,766,221",914,1.06,1.07
2023,2,County,Illinois,"Moultrie County, Illinois",Private,101 Goods-producing,,116,"2,529","2,481","2,509","35,051,444","1,076",3.25,3.60
2023,2,County,Illinois,"Moultrie County, Illinois",Private,1011 Natural resources and mining,,14,53,59,65,"641,689",837,0.99,0.94
2023,2,County,Illinois,"Moultrie County, Illinois",Private,1012 Construction,,62,454,440,483,"8,395,658","1,407",1.78,2.53
2023,2,County,Illinois,"Moultrie County, Illinois",Private,1013 Manufacturing,,40,"2,022","1,982","1,961","26,014,097","1,006",4.51,4.54
2023,2,County,Illinois,"Moultrie County, Illinois",Private,102 Service-providing,,195,"2,020","2,115","2,180","19,714,777",720,0.59,0.48
2023,2,County,Illinois,"Moultrie County, Illinois",Private,"1021 Trade, transportation, and utilities",,60,590,604,602,"5,737,979",737,0.63,0.62
2023,2,County,Illinois,"Moultrie County, Illinois",Private,1022 Information,,7,180,180,188,"2,697,507","1,136",1.88,1.10
2023,2,County,Illinois,"Moultrie County, Illinois",Private,1023 Financial activities,,15,179,179,185,"2,065,197",878,0.63,0.41
2023,2,County,Illinois,"Moultrie County, Illinois",Private,1024 Professional and business services,,28,202,192,208,"2,496,778",957,0.27,0.21
2023,2,County,Illinois,"Moultrie County, Illinois",Private,1025 Education and health services,,29,507,518,500,"4,683,978",709,0.61,0.56
2023,2,County,Illinois,"Moultrie County, Illinois",Private,1026 Leisure and hospitality,,34,296,373,429,"1,629,037",342,0.75,0.56
2023,2,County,Illinois,"Moultrie County, Illinois",Private,1027 Other services,,22,66,69,68,"404,301",460,0.44,0.32
2023,2,County,Illinois,"Ogle County, Illinois",Total Covered,"10 Total, all industries",,"1,044","14,866","15,121","15,283","201,596,359","1,028",1.00,1.00
2023,2,County,Illinois,"Ogle County, Illinois",Federal Government,"10 Total, all industries",,19,105,102,107,"1,729,067","1,271",0.37,0.33
2023,2,County,Illinois,"Ogle County, Illinois",Local Government,"10 Total, all industries",,59,"2,744","2,818","2,864","30,364,797",832,2.02,1.73
2023,2,County,Illinois,"Ogle County, Illinois",Private,"10 Total, all industries",,966,"12,017","12,201","12,312","169,502,495","1,071",0.94,0.98
2023,2,County,Illinois,"Ogle County, Illinois",Private,101 Goods-producing,,231,"3,747","3,806","3,754","58,392,482","1,192",1.65,1.78
2023,2,County,Illinois,"Ogle County, Illinois",Private,1011 Natural resources and mining,,35,346,356,357,"4,032,096",879,1.85,1.74
2023,2,County,Illinois,"Ogle County, Illinois",Private,1012 Construction,,133,669,717,709,"12,455,365","1,372",0.88,1.11
2023,2,County,Illinois,"Ogle County, Illinois",Private,1013 Manufacturing,,63,"2,732","2,733","2,688","41,905,021","1,186",2.09,2.17
2023,2,County,Illinois,"Ogle County, Illinois",Private,102 Service-providing,,735,"8,270","8,395","8,558","111,110,013","1,017",0.79,0.80
2023,2,County,Illinois,"Ogle County, Illinois",Private,"1021 Trade, transportation, and utilities",,228,"3,550","3,574","3,611","63,400,762","1,363",1.28,2.02
2023,2,County,Illinois,"Ogle County, Illinois",Private,1022 Information,,11,83,85,86,"895,873",814,0.29,0.11
2023,2,County,Illinois,"Ogle County, Illinois",Private,1023 Financial activities,,83,800,812,830,"11,195,904","1,058",0.96,0.66
2023,2,County,Illinois,"Ogle County, Illinois",Private,1024 Professional and business services,,122,668,679,681,"10,062,133","1,145",0.30,0.25
2023,2,County,Illinois,"Ogle County, Illinois",Private,1025 Education and health services,,65,"1,324","1,269","1,306","15,151,745",897,0.54,0.54
2023,2,County,Illinois,"Ogle County, Illinois",Private,1026 Leisure and hospitality,,121,"1,333","1,473","1,515","6,048,776",323,0.90,0.62
2023,2,County,Illinois,"Ogle County, Illinois",Private,1027 Other services,,104,512,503,529,"4,354,820",651,1.15,1.01
2023,2,County,Illinois,"Ogle County, Illinois",Private,1029 Unclassified,,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Peoria County, Illinois",Total Covered,"10 Total, all industries",,"4,082","103,475","103,632","104,778","1,707,985,004","1,264",1.00,1.00
2023,2,County,Illinois,"Peoria County, Illinois",Federal Government,"10 Total, all industries",,44,"1,391","1,364","1,357","27,689,397","1,554",0.68,0.62
2023,2,County,Illinois,"Peoria County, Illinois",State Government,"10 Total, all industries",N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Peoria County, Illinois",Local Government,"10 Total, all industries",N,145,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Peoria County, Illinois",Private,"10 Total, all industries",,"3,891","93,646","93,652","94,773","1,565,269,577","1,281",1.05,1.07
2023,2,County,Illinois,"Peoria County, Illinois",Private,101 Goods-producing,,532,"17,363","17,488","17,831","453,909,189","1,988",1.14,1.63
2023,2,County,Illinois,"Peoria County, Illinois",Private,1011 Natural resources and mining,,43,169,176,171,"2,317,114","1,036",0.13,0.12
2023,2,County,Illinois,"Peoria County, Illinois",Private,1012 Construction,,331,"3,595","3,624","3,817","66,590,701","1,392",0.69,0.70
2023,2,County,Illinois,"Peoria County, Illinois",Private,1013 Manufacturing,,158,"13,599","13,688","13,843","385,001,374","2,160",1.57,2.35
2023,2,County,Illinois,"Peoria County, Illinois",Private,102 Service-providing,,"3,359","76,283","76,164","76,942","1,111,360,388","1,118",1.04,0.94
2023,2,County,Illinois,"Peoria County, Illinois",Private,"1021 Trade, transportation, and utilities",,859,"14,293","14,375","14,462","167,062,753",894,0.75,0.63
2023,2,County,Illinois,"Peoria County, Illinois",Private,1022 Information,,56,992,960,957,"15,260,320","1,211",0.47,0.22
2023,2,County,Illinois,"Peoria County, Illinois",Private,1023 Financial activities,,421,"3,982","3,967","4,018","94,715,168","1,826",0.68,0.66
2023,2,County,Illinois,"Peoria County, Illinois",Private,1024 Professional and business services,,666,"17,592","17,453","17,522","316,235,859","1,388",1.14,0.94
2023,2,County,Illinois,"Peoria County, Illinois",Private,1025 Education and health services,,470,"27,203","26,849","27,198","416,119,998","1,182",1.65,1.74
2023,2,County,Illinois,"Peoria County, Illinois",Private,1026 Leisure and hospitality,,512,"8,400","8,732","8,779","54,183,867",483,0.76,0.65
2023,2,County,Illinois,"Peoria County, Illinois",Private,1027 Other services,,372,"3,818","3,825","4,003","47,766,061",946,1.27,1.31
2023,2,County,Illinois,"Peoria County, Illinois",Private,1029 Unclassified,,3,3,3,3,"16,362",420,0.01,0.00
2023,2,County,Illinois,"Perry County, Illinois",Total Covered,"10 Total, all industries",,323,"4,453","4,484","4,561","52,938,297",905,1.00,1.00
2023,2,County,Illinois,"Perry County, Illinois",Federal Government,"10 Total, all industries",,8,46,46,45,"659,694","1,111",0.52,0.48
2023,2,County,Illinois,"Perry County, Illinois",State Government,"10 Total, all industries",N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Perry County, Illinois",Local Government,"10 Total, all industries",N,18,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Perry County, Illinois",Private,"10 Total, all industries",,296,"3,043","3,070","3,113","32,258,251",807,0.80,0.71
2023,2,County,Illinois,"Perry County, Illinois",Private,101 Goods-producing,,48,632,647,648,"10,264,225","1,229",0.95,1.19
2023,2,County,Illinois,"Perry County, Illinois",Private,1011 Natural resources and mining,,6,41,42,46,"703,427","1,258",0.80,1.16
2023,2,County,Illinois,"Perry County, Illinois",Private,1012 Construction,,27,166,176,174,"2,365,291","1,058",0.73,0.80
2023,2,County,Illinois,"Perry County, Illinois",Private,1013 Manufacturing,,15,425,429,428,"7,195,507","1,295",1.12,1.42
2023,2,County,Illinois,"Perry County, Illinois",Private,102 Service-providing,,248,"2,411","2,423","2,465","21,994,026",695,0.76,0.60
2023,2,County,Illinois,"Perry County, Illinois",Private,"1021 Trade, transportation, and utilities",,69,801,807,820,"6,817,784",648,0.97,0.83
2023,2,County,Illinois,"Perry County, Illinois",Private,1022 Information,,6,11,11,12,"85,338",579,0.14,0.04
2023,2,County,Illinois,"Perry County, Illinois",Private,1023 Financial activities,,25,182,181,186,"2,203,602",926,0.72,0.50
2023,2,County,Illinois,"Perry County, Illinois",Private,1024 Professional and business services,,31,98,92,97,"1,111,973",894,0.14,0.11
2023,2,County,Illinois,"Perry County, Illinois",Private,1025 Education and health services,,31,763,754,778,"8,671,730",872,1.08,1.17
2023,2,County,Illinois,"Perry County, Illinois",Private,1026 Leisure and hospitality,,37,373,390,381,"1,791,989",361,0.75,0.70
2023,2,County,Illinois,"Perry County, Illinois",Private,1027 Other services,,49,183,188,191,"1,311,610",539,1.40,1.16
2023,2,County,Illinois,"Piatt County, Illinois",Total Covered,"10 Total, all industries",,385,"3,575","3,602","3,696","39,673,530",842,1.00,1.00
2023,2,County,Illinois,"Piatt County, Illinois",Federal Government,"10 Total, all industries",,12,33,35,35,"537,560","1,204",0.50,0.52
2023,2,County,Illinois,"Piatt County, Illinois",Local Government,"10 Total, all industries",,35,878,896,937,"8,719,694",742,2.73,2.52
2023,2,County,Illinois,"Piatt County, Illinois",Private,"10 Total, all industries",,338,"2,664","2,671","2,724","30,416,276",871,0.86,0.90
2023,2,County,Illinois,"Piatt County, Illinois",Private,101 Goods-producing,,95,580,568,579,"7,686,381","1,027",1.05,1.19
2023,2,County,Illinois,"Piatt County, Illinois",Private,1011 Natural resources and mining,,28,163,156,153,"2,050,205","1,002",3.27,4.50
2023,2,County,Illinois,"Piatt County, Illinois",Private,1012 Construction,,50,192,188,198,"2,570,447","1,026",1.02,1.17
2023,2,County,Illinois,"Piatt County, Illinois",Private,1013 Manufacturing,,17,225,224,228,"3,065,729","1,045",0.73,0.81
2023,2,County,Illinois,"Piatt County, Illinois",Private,102 Service-providing,,243,"2,084","2,103","2,145","22,729,895",828,0.82,0.83
2023,2,County,Illinois,"Piatt County, Illinois",Private,"1021 Trade, transportation, and utilities",,78,646,641,646,"7,495,193",895,0.94,1.21
2023,2,County,Illinois,"Piatt County, Illinois",Private,1022 Information,,3,11,11,12,"80,971",550,0.17,0.05
2023,2,County,Illinois,"Piatt County, Illinois",Private,1023 Financial activities,,28,202,205,218,"2,770,771","1,023",1.04,0.83
2023,2,County,Illinois,"Piatt County, Illinois",Private,1024 Professional and business services,,49,163,161,169,"2,527,367","1,183",0.31,0.32
2023,2,County,Illinois,"Piatt County, Illinois",Private,1025 Education and health services,,27,538,550,553,"6,932,167",975,0.95,1.25
2023,2,County,Illinois,"Piatt County, Illinois",Private,1026 Leisure and hospitality,,36,474,487,497,"2,518,884",399,1.21,1.31
2023,2,County,Illinois,"Piatt County, Illinois",Private,1027 Other services,,22,50,48,50,"404,542",631,0.45,0.48
2023,2,County,Illinois,"Pike County, Illinois",Total Covered,"10 Total, all industries",,411,"3,936","3,928","3,962","42,866,258",836,1.00,1.00
2023,2,County,Illinois,"Pike County, Illinois",Federal Government,"10 Total, all industries",,16,53,51,49,"658,788",994,0.65,0.59
2023,2,County,Illinois,"Pike County, Illinois",Local Government,"10 Total, all industries",,32,814,799,805,"7,348,656",701,2.19,1.96
2023,2,County,Illinois,"Pike County, Illinois",Private,"10 Total, all industries",,363,"3,069","3,078","3,108","34,858,814",869,0.91,0.95
2023,2,County,Illinois,"Pike County, Illinois",Private,101 Goods-producing,,108,648,627,611,"6,537,512",800,1.03,0.94
2023,2,County,Illinois,"Pike County, Illinois",Private,1011 Natural resources and mining,,45,339,311,305,"3,491,815",844,6.09,7.09
2023,2,County,Illinois,"Pike County, Illinois",Private,1012 Construction,,50,199,222,215,"1,979,392",718,1.03,0.83
2023,2,County,Illinois,"Pike County, Illinois",Private,1013 Manufacturing,,13,110,94,91,"1,066,305",834,0.27,0.26
2023,2,County,Illinois,"Pike County, Illinois",Private,102 Service-providing,,255,"2,421","2,451","2,497","28,321,302",887,0.89,0.96
2023,2,County,Illinois,"Pike County, Illinois",Private,"1021 Trade, transportation, and utilities",,93,944,955,959,"10,178,217",822,1.31,1.53
2023,2,County,Illinois,"Pike County, Illinois",Private,1022 Information,,4,16,16,17,"91,249",430,0.22,0.05
2023,2,County,Illinois,"Pike County, Illinois",Private,1023 Financial activities,,34,245,252,252,"3,464,697","1,067",1.12,0.97
